date,symbol,close,rsi,macd_hist,atr,ema50,ema200,regime,direction,score,filter_score,volume_spike,price_momentum,trend_strength,momentum_score,entry_ok,strategy_tag,stop_loss,take_profit,tp1,tp2,tp3,risk_reward,stop_loss_pct,reco_score,reco_strength
2025-12-29,GOOGL,313.55999755859375,57.76,-1.1624,7.3185,293.44,237.73,True,True,0,1,False,False,True,45,False,Defansif 🛡️,295.26,361.13,346.49,361.13,,2.6,5.84,6.295,34
2025-12-30,GOOGL,313.8500061035156,58.02,-1.007,7.1165,294.24,238.49,True,True,0,1,False,False,True,46,False,Defansif 🛡️,296.06,360.11,345.87,360.11,,2.6,5.67,6.298,34
2025-12-31,GOOGL,313.0,56.95,-0.9598,6.8324,294.97,239.23,True,True,0,1,False,False,True,45,False,Defansif 🛡️,295.92,357.41,343.75,357.41,,2.6,5.46,6.291,34
2026-01-02,GOOGL,315.1499938964844,59.01,-0.7891,7.2137,295.77,239.99,True,True,0,1,False,False,True,46,False,Defansif 🛡️,297.12,362.04,347.61,362.04,,2.6,5.72,6.307,34
2026-01-05,GOOGL,316.5400085449219,60.33,-0.5968,7.012,296.58,240.75,True,True,0,1,False,False,True,47,False,Defansif 🛡️,299.01,362.12,348.09,362.12,,2.6,5.54,6.319,35
2026-01-06,GOOGL,314.3399963378906,57.18,-0.6287,7.1654,297.28,241.48,True,True,0,1,False,False,True,45,False,Defansif 🛡️,296.43,360.92,346.58,360.92,,2.6,5.7,6.286,34
2026-01-07,GOOGL,321.9800109863281,64.17,-0.1702,7.5079,298.25,242.28,True,True,0,2,True,False,True,49,False,Defansif 🛡️,303.21,370.78,355.77,370.78,,2.6,5.83,8.349,46
2026-01-08,GOOGL,325.44000244140625,66.81,0.3055,7.6016,299.31,243.11,True,True,1,1,False,False,True,81,False,Sniper 🎯,314.04,363.45,348.24,363.45,386.25,3.33,3.5,7.356,40
2026-01-09,GOOGL,328.57000732421875,69.03,0.7451,7.4437,300.46,243.96,True,True,0,1,False,False,True,82,False,Sniper 🎯,317.4,365.79,350.9,365.79,388.12,3.33,3.4,6.391,35
2026-01-12,GOOGL,331.8599853515625,71.21,1.1476,7.5577,301.69,244.84,True,True,0,1,False,False,True,83,False,Sniper 🎯,320.52,369.65,354.53,369.65,392.32,3.33,3.42,6.397,35
2026-01-13,GOOGL,335.9700012207031,73.71,1.5555,7.6343,303.04,245.74,True,True,0,1,False,False,True,84,False,Sniper 🎯,324.52,374.14,358.87,374.14,397.04,3.33,3.41,6.438,35
2026-01-14,GOOGL,335.8399963378906,73.49,1.6712,7.5204,304.32,246.64,True,True,0,1,False,False,True,84,False,Sniper 🎯,324.56,373.44,358.4,373.44,396.0,3.33,3.36,6.386,35
2026-01-15,GOOGL,332.7799987792969,68.39,1.407,7.4797,305.44,247.5,True,True,0,1,False,False,True,81,False,Sniper 🎯,321.56,370.18,355.22,370.18,392.62,3.33,3.37,6.282,34
2026-01-16,GOOGL,330.0,64.04,0.9331,7.4418,306.4,248.32,True,True,1,1,False,False,True,79,False,Sniper 🎯,318.84,367.21,352.33,367.21,389.53,3.33,3.38,7.264,40
2026-01-20,GOOGL,322.0,53.5,0.0174,7.5938,307.01,249.05,True,True,1,1,False,False,True,73,False,Sniper 🎯,310.61,359.97,344.78,359.97,382.75,3.33,3.54,7.218,39
2026-01-21,GOOGL,328.3800048828125,59.26,-0.2096,7.9893,307.85,249.84,True,True,1,1,False,False,True,46,False,Defansif 🛡️,308.41,380.31,364.33,380.31,,2.6,6.08,7.255,40
2026-01-22,GOOGL,330.5400085449219,61.02,-0.2618,7.9022,308.74,250.64,True,True,0,1,False,False,True,47,False,Defansif 🛡️,310.78,381.9,366.1,381.9,,2.6,5.98,6.268,34
2026-01-23,GOOGL,327.92999267578125,57.77,-0.5056,7.7835,309.49,251.41,True,True,0,1,False,False,True,45,False,Defansif 🛡️,308.47,378.52,362.96,378.52,,2.6,5.93,6.271,34
2026-01-26,GOOGL,333.260009765625,62.2,-0.3488,7.8589,310.42,252.23,True,True,0,1,False,False,True,48,False,Defansif 🛡️,313.61,384.34,368.63,384.34,,2.6,5.9,6.333,35
2026-01-27,GOOGL,334.54998779296875,63.2,-0.2061,7.6297,311.37,253.04,True,True,0,1,False,False,True,48,False,Defansif 🛡️,315.48,384.14,368.88,384.14,,2.6,5.7,6.378,35
2026-01-28,GOOGL,336.010009765625,64.36,-0.0685,7.4847,312.34,253.87,True,True,0,1,False,False,True,49,False,Defansif 🛡️,317.3,384.66,369.69,384.66,,2.6,5.57,6.349,35
2026-01-29,GOOGL,338.25,66.12,0.1087,8.0751,313.35,254.71,True,True,2,1,False,False,True,80,True,Sniper 🎯,326.14,378.63,362.48,378.63,402.85,3.33,3.58,8.313,45
2026-01-30,GOOGL,338.0,65.73,0.1422,8.049,314.32,255.54,True,True,0,1,False,False,True,80,False,Sniper 🎯,325.93,378.25,362.15,378.25,402.39,3.33,3.57,6.361,35
2026-02-02,GOOGL,343.69000244140625,70.05,0.4627,8.1312,315.47,256.42,True,True,0,1,False,False,True,82,False,Sniper 🎯,331.49,384.35,368.08,384.35,408.74,3.33,3.55,6.334,35
2026-02-03,GOOGL,339.7099914550781,63.97,0.3281,8.374,316.42,257.24,True,True,0,1,False,False,True,79,False,Sniper 🎯,327.15,381.58,364.83,381.58,406.7,3.33,3.7,6.277,34
2026-02-04,GOOGL,333.0400085449219,55.31,-0.2572,8.8323,317.07,258.0,True,True,1,2,True,False,True,44,False,Defansif 🛡️,310.96,390.45,372.79,390.45,,2.6,6.63,9.261,51
2026-02-05,GOOGL,331.25,53.22,-0.7822,10.1,317.63,258.73,True,True,1,2,True,False,True,43,False,Defansif 🛡️,306.0,396.9,376.7,396.9,,2.6,7.62,9.228,50
2026-02-06,GOOGL,322.8599853515625,44.72,-1.6613,10.1878,317.83,259.37,True,True,1,1,False,False,True,38,False,Defansif 🛡️,297.39,389.08,368.71,389.08,,2.6,7.89,7.201,39
2026-02-09,GOOGL,324.32000732421875,46.33,-2.0838,10.2059,318.09,260.01,True,True,0,1,False,False,True,39,False,Defansif 🛡️,298.81,390.66,370.25,390.66,,2.6,7.87,6.187,34
2026-02-10,GOOGL,318.5799865722656,41.25,-2.6529,10.1704,318.11,260.59,True,True,0,1,False,False,True,36,False,Defansif 🛡️,293.15,384.69,364.35,384.69,,2.6,7.98,6.176,34
2026-02-11,GOOGL,310.9599914550781,35.66,-3.3978,10.2583,317.83,261.1,True,False,1,1,False,False,True,3,False,Defansif 🛡️,285.31,377.64,357.12,377.64,,2.6,8.25,5.167,28
2026-02-12,GOOGL,309.0,34.37,-3.845,10.1712,317.48,261.57,True,False,1,1,False,False,True,2,False,Defansif 🛡️,283.57,375.11,354.77,375.11,,2.6,8.23,5.166,28
2026-02-13,GOOGL,305.7200012207031,32.27,-4.1576,9.8226,317.02,262.01,True,False,0,1,False,False,True,1,False,Defansif 🛡️,281.16,369.57,349.92,369.57,,2.6,8.03,4.194,23
2025-11-20,NVDA,180.62994384765625,42.75,-2.0132,8.0895,186.08,162.77,True,False,1,2,True,False,True,7,False,Defansif 🛡️,160.41,233.21,217.03,233.21,,2.6,11.2,7.237,40
2025-11-21,NVDA,178.8700408935547,41.48,-2.157,8.3424,185.79,162.93,True,False,1,2,True,False,True,6,False,Defansif 🛡️,158.01,233.1,216.41,233.1,,2.6,11.66,7.181,39
2025-11-24,NVDA,182.5398406982422,45.14,-1.9058,8.2479,185.67,163.13,True,False,1,1,False,False,True,8,False,Defansif 🛡️,161.92,236.15,219.66,236.15,,2.6,11.3,5.341,29
2025-11-25,NVDA,177.8101043701172,41.53,-1.9518,8.5873,185.36,163.27,True,False,1,1,False,False,True,6,False,Defansif 🛡️,156.34,233.63,216.45,233.63,,2.6,12.07,5.248,29
2025-11-26,NVDA,180.2499542236328,44.02,-1.7198,8.3374,185.16,163.44,True,False,1,1,False,False,True,8,False,Defansif 🛡️,159.41,234.44,217.77,234.44,,2.6,11.56,5.233,29
2025-11-28,NVDA,176.99014282226562,41.48,-1.6854,8.0105,184.84,163.58,True,False,0,1,False,False,True,6,False,Defansif 🛡️,156.96,229.06,213.04,229.06,,2.6,11.31,4.239,23
2025-12-01,NVDA,179.9099884033203,44.56,-1.3785,7.9111,184.64,163.74,True,False,1,1,False,False,True,8,False,Defansif 🛡️,160.13,231.33,215.51,231.33,,2.6,10.99,5.333,29
2025-12-02,NVDA,181.4499053955078,46.17,-1.0018,7.756,184.52,163.92,True,False,0,1,False,False,True,9,False,Defansif 🛡️,162.06,231.86,216.35,231.86,,2.6,10.69,4.317,24
2025-12-03,NVDA,179.5800018310547,44.48,-0.8164,7.4406,184.33,164.07,True,False,0,1,False,False,True,8,False,Defansif 🛡️,160.98,227.94,213.06,227.94,,2.6,10.36,4.279,23
2025-12-04,NVDA,183.3800048828125,48.6,-0.397,7.262,184.29,164.26,True,False,0,1,False,False,True,10,False,Defansif 🛡️,165.23,230.58,216.06,230.58,,2.6,9.9,4.342,24
2025-12-05,NVDA,182.41000366210938,47.63,-0.1564,7.0111,184.21,164.44,True,False,0,1,False,False,True,10,False,Defansif 🛡️,164.88,227.98,213.96,227.98,,2.6,9.61,4.361,24
2025-12-08,NVDA,185.5500030517578,51.04,0.2222,6.9103,184.27,164.65,True,True,1,1,False,False,True,72,False,Sniper 🎯,175.18,220.1,206.28,220.1,240.83,3.33,5.59,7.366,40
2025-12-09,NVDA,184.97000122070312,50.39,0.4296,6.5881,184.29,164.86,True,True,0,1,False,False,True,71,False,Sniper 🎯,175.09,217.91,204.73,217.91,237.68,3.33,5.34,6.339,35
2025-12-10,NVDA,183.77999877929688,49.0,0.4788,6.3633,184.27,165.04,True,False,0,1,False,False,True,40,False,Defansif 🛡️,167.87,225.14,212.41,225.14,,2.6,8.66,4.347,24
2025-12-11,NVDA,180.92999267578125,45.76,0.3193,6.4202,184.14,165.2,True,False,0,1,False,False,True,39,False,Defansif 🛡️,164.88,222.66,209.82,222.66,,2.6,8.87,4.25,23
2025-12-12,NVDA,175.02000427246094,39.87,-0.1587,6.5473,183.79,165.3,True,False,0,1,False,False,True,5,False,Defansif 🛡️,158.65,217.58,204.48,217.58,,2.6,9.35,4.192,23
2025-12-15,NVDA,176.2899932861328,41.61,-0.3527,6.3225,183.49,165.41,True,False,1,1,False,False,True,6,False,Defansif 🛡️,160.48,217.39,204.74,217.39,,2.6,8.97,5.2,28
2025-12-16,NVDA,177.72000122070312,43.59,-0.3475,6.1273,183.27,165.53,True,False,1,1,False,False,True,7,False,Defansif 🛡️,162.4,217.55,205.29,217.55,,2.6,8.62,5.222,29
2025-12-17,NVDA,170.94000244140625,37.16,-0.7408,6.2189,182.78,165.59,True,False,1,1,False,False,True,4,False,Defansif 🛡️,155.39,211.36,198.93,211.36,,2.6,9.1,5.224,29
2025-12-18,NVDA,174.13999938964844,41.54,-0.7247,6.1469,182.44,165.67,True,False,2,1,False,False,True,6,False,Defansif 🛡️,158.77,214.09,201.8,214.09,,2.6,8.82,6.337,35
2025-12-19,NVDA,180.99000549316406,49.64,-0.2183,6.23,182.39,165.82,True,False,1,2,True,False,True,11,False,Defansif 🛡️,165.42,221.48,209.02,221.48,,2.6,8.61,7.379,40
2025-12-22,NVDA,183.69000244140625,52.44,0.3045,6.0114,182.44,166.0,True,True,1,1,False,False,True,72,False,Sniper 🎯,174.67,213.75,201.72,213.75,231.78,3.33,4.91,7.449,41
2025-12-23,NVDA,189.2100067138672,57.62,0.9895,6.0413,182.7,166.23,True,True,0,1,False,False,True,75,False,Sniper 🎯,180.15,219.42,207.33,219.42,237.54,3.33,4.79,6.473,35
2025-12-24,NVDA,188.61000061035156,56.89,1.3475,5.7969,182.93,166.46,True,True,0,1,False,False,True,75,False,Sniper 🎯,179.91,217.59,206.0,217.59,234.99,3.33,4.61,6.507,36
2025-12-26,NVDA,190.52999877929688,58.69,1.6394,5.7179,183.23,166.69,True,True,0,1,False,False,True,76,False,Sniper 🎯,181.95,219.12,207.68,219.12,236.27,3.33,4.5,6.488,35
2025-12-29,NVDA,188.22000122070312,55.68,1.6009,5.6394,183.43,166.91,True,True,0,1,False,False,True,74,False,Sniper 🎯,179.76,216.42,205.14,216.42,233.34,3.33,4.49,6.38,35
2025-12-30,NVDA,187.5399932861328,54.8,1.4578,5.3838,183.59,167.11,True,True,0,1,False,False,True,74,False,Sniper 🎯,179.46,214.46,203.69,214.46,230.61,3.33,4.31,6.342,35
2025-12-31,NVDA,186.5,53.39,1.2302,5.2899,183.7,167.31,True,True,0,1,False,False,True,73,False,Sniper 🎯,178.57,212.95,202.37,212.95,228.82,3.33,4.25,6.258,34
2026-01-02,NVDA,188.85000610351562,56.13,1.1752,5.3714,183.91,167.52,True,True,0,1,False,False,True,74,False,Sniper 🎯,180.79,215.71,204.96,215.71,231.82,3.33,4.27,6.325,35
2026-01-05,NVDA,188.1199951171875,55.05,1.0321,5.522,184.07,167.73,True,True,0,1,False,False,True,74,False,Sniper 🎯,179.84,215.73,204.69,215.73,232.3,3.33,4.4,6.275,34
2026-01-06,NVDA,187.24000549316406,53.71,0.8292,5.5097,184.19,167.92,True,True,0,1,False,False,True,73,False,Sniper 🎯,178.98,214.79,203.77,214.79,231.32,3.33,4.41,6.291,34
2026-01-07,NVDA,189.11000061035156,56.15,0.7731,5.4597,184.39,168.13,True,True,0,1,False,False,True,74,False,Sniper 🎯,180.92,216.41,205.49,216.41,232.79,3.33,4.33,6.32,35
2026-01-08,NVDA,185.0399932861328,49.96,0.4312,5.4869,184.41,168.3,True,True,0,1,False,False,True,71,False,Sniper 🎯,176.81,212.47,201.5,212.47,228.93,3.33,4.45,6.257,34
2026-01-09,NVDA,184.86000061035156,49.7,0.1753,5.2857,184.43,168.46,True,True,0,1,False,False,True,71,False,Sniper 🎯,176.93,211.29,200.72,211.29,227.15,3.33,4.29,6.258,34
2026-01-12,NVDA,184.94000244140625,49.83,0.0029,5.201,184.45,168.63,True,True,0,1,False,False,True,71,False,Sniper 🎯,177.14,210.94,200.54,210.94,226.55,3.33,4.22,6.256,34
2026-01-13,NVDA,185.80999755859375,51.25,-0.0577,5.1659,184.5,168.8,True,True,0,1,False,False,True,42,False,Defansif 🛡️,172.9,219.39,209.06,219.39,,2.6,6.95,6.285,34
2026-01-14,NVDA,183.13999938964844,46.86,-0.2708,5.1548,184.45,168.94,True,False,0,1,False,False,True,9,False,Defansif 🛡️,170.25,216.65,206.34,216.65,,2.6,7.04,4.237,23
2026-01-15,NVDA,187.0500030517578,53.19,-0.1478,5.2551,184.55,169.12,True,True,1,1,False,False,True,43,False,Defansif 🛡️,173.91,221.21,210.7,221.21,,2.6,7.02,7.343,40
2026-01-16,NVDA,186.22999572753906,51.79,-0.1222,5.1912,184.62,169.29,True,True,1,1,False,False,True,42,False,Defansif 🛡️,173.25,219.97,209.59,219.97,,2.6,6.97,7.291,40
2026-01-20,NVDA,178.07000732421875,40.44,-0.627,5.4361,184.36,169.38,True,False,1,1,False,False,True,5,False,Defansif 🛡️,164.48,213.4,202.53,213.4,,2.6,7.63,5.212,28
2026-01-21,NVDA,183.32000732421875,48.29,-0.5806,5.57,184.32,169.52,True,False,2,1,False,False,True,10,False,Defansif 🛡️,169.4,219.52,208.38,219.52,,2.6,7.6,6.359,35
2026-01-22,NVDA,184.83999633789062,50.34,-0.4279,5.3757,184.34,169.67,True,True,0,1,False,False,True,41,False,Defansif 🛡️,171.4,219.78,209.03,219.78,,2.6,7.27,6.317,35
2026-01-23,NVDA,187.6699981689453,53.98,-0.132,5.3317,184.47,169.85,True,True,0,1,False,False,True,43,False,Defansif 🛡️,174.34,222.33,211.66,222.33,,2.6,7.1,6.408,35
2026-01-26,NVDA,186.47000122070312,52.23,-0.0187,5.1744,184.55,170.02,True,True,0,1,False,False,True,42,False,Defansif 🛡️,173.53,220.1,209.75,220.1,,2.6,6.94,6.334,35
2026-01-27,NVDA,188.52000427246094,54.92,0.1817,5.112,184.71,170.2,True,True,1,1,False,False,True,74,False,Sniper 🎯,180.85,214.08,203.86,214.08,229.42,3.33,4.07,7.417,41
2026-01-28,NVDA,191.52000427246094,58.59,0.4863,5.0204,184.97,170.41,True,True,0,1,False,False,True,76,False,Sniper 🎯,183.99,216.62,206.58,216.62,231.68,3.33,3.93,6.389,35
2026-01-29,NVDA,192.50999450683594,59.75,0.7109,5.1918,185.27,170.63,True,True,0,1,False,False,True,77,False,Sniper 🎯,184.72,218.47,208.09,218.47,234.04,3.33,4.05,6.383,35
2026-01-30,NVDA,191.1300048828125,57.33,0.7207,5.1795,185.5,170.84,True,True,0,1,False,False,True,75,False,Sniper 🎯,183.36,217.03,206.67,217.03,232.57,3.33,4.06,6.337,35
2026-02-02,NVDA,185.61000061035156,48.81,0.3296,5.256,185.5,170.98,True,True,0,1,False,False,True,70,False,Sniper 🎯,177.73,211.89,201.38,211.89,227.66,3.33,4.25,6.242,34
2026-02-03,NVDA,180.33999633789062,42.34,-0.2772,5.5977,185.3,171.08,True,False,1,1,False,False,True,7,False,Defansif 🛡️,166.35,216.73,205.53,216.73,,2.6,7.76,5.174,28
2026-02-04,NVDA,174.19000244140625,36.3,-1.0429,5.8,184.86,171.11,True,False,1,1,False,False,True,3,False,Defansif 🛡️,159.69,211.89,200.29,211.89,,2.6,8.32,5.123,28
2026-02-05,NVDA,171.8800048828125,34.31,-1.6205,5.7993,184.36,171.11,True,False,1,1,False,False,True,2,False,Defansif 🛡️,157.38,209.58,197.98,209.58,,2.6,8.44,5.086,28
2026-02-06,NVDA,185.41000366210938,51.14,-1.0355,6.4651,184.4,171.26,True,True,2,2,False,True,True,42,True,Defansif 🛡️,169.25,227.43,214.5,227.43,,2.6,8.72,10.457,57
2026-02-09,NVDA,190.0399932861328,55.36,-0.318,6.6968,184.62,171.44,True,True,0,2,False,True,True,44,False,Defansif 🛡️,173.3,233.57,220.18,233.57,,2.6,8.81,8.482,46
2026-02-10,NVDA,188.5399932861328,53.74,0.0544,6.5299,184.77,171.61,True,True,1,2,False,True,True,73,False,Sniper 🎯,178.75,221.19,208.13,221.19,240.78,3.33,5.2,9.494,52
2026-02-11,NVDA,190.0500030517578,55.16,0.383,6.4007,184.98,171.8,True,True,0,1,False,False,True,74,False,Sniper 🎯,180.45,222.05,209.25,222.05,241.26,3.33,5.05,6.482,35
2026-02-12,NVDA,186.94000244140625,51.64,0.3712,6.4506,185.06,171.95,True,True,0,1,False,False,True,72,False,Sniper 🎯,177.26,219.19,206.29,219.19,238.54,3.33,5.18,6.475,35
2026-02-13,NVDA,182.80999755859375,47.33,0.0807,6.412,184.97,172.06,True,False,0,1,False,False,True,39,False,Defansif 🛡️,166.78,224.49,211.66,224.49,,2.6,8.77,4.256,23
2025-11-20,MSFT,478.42999267578125,30.82,-3.2019,11.3164,508.69,478.74,False,False,0,1,False,False,True,0,False,Defansif 🛡️,450.14,551.99,529.35,551.99,,2.6,5.91,2.189,12
2025-11-21,MSFT,472.1199951171875,28.39,-3.8933,11.2688,507.26,478.67,False,False,1,1,False,False,True,0,False,Defansif 🛡️,443.95,545.37,522.83,545.37,,2.6,5.97,3.154,17
2025-11-24,MSFT,474.0,30.16,-3.9588,11.0982,505.95,478.62,False,False,2,1,False,False,True,0,False,Defansif 🛡️,446.25,546.14,523.94,546.14,,2.6,5.85,4.172,23
2025-11-25,MSFT,476.989990234375,32.98,-3.5487,11.324,504.82,478.61,False,False,1,1,False,False,True,1,False,Defansif 🛡️,448.68,550.6,527.95,550.6,,2.6,5.94,3.236,18
2025-11-26,MSFT,485.5,40.37,-2.5017,11.3237,504.06,478.68,True,False,1,1,False,False,True,5,False,Defansif 🛡️,457.19,559.1,536.46,559.1,,2.6,5.83,5.336,29
2025-11-28,MSFT,492.010009765625,45.34,-1.2323,11.0242,503.59,478.81,True,False,0,1,False,False,True,8,False,Defansif 🛡️,464.45,563.67,541.62,563.67,,2.6,5.6,4.376,24
2025-12-01,MSFT,486.739990234375,42.27,-0.639,10.7625,502.93,478.89,True,False,0,1,False,False,True,7,False,Defansif 🛡️,459.83,556.7,535.17,556.7,,2.6,5.53,4.362,24
2025-12-02,MSFT,490.0,44.76,0.0453,10.5066,502.42,479.0,True,False,2,1,False,False,True,38,False,Defansif 🛡️,463.73,558.29,537.28,558.29,,2.6,5.36,6.368,35
2025-12-03,MSFT,477.7300109863281,38.1,-0.2405,10.8132,501.45,478.98,False,False,1,1,False,False,True,4,False,Defansif 🛡️,450.7,548.02,526.39,548.02,,2.6,5.66,3.25,18
2025-12-04,MSFT,480.8399963378906,40.51,-0.1373,10.3859,500.64,479.0,True,False,1,1,False,False,True,6,False,Defansif 🛡️,454.88,548.35,527.58,548.35,,2.6,5.4,5.313,29
2025-12-05,MSFT,483.1600036621094,42.32,0.1542,9.9669,499.96,479.04,True,False,2,1,False,False,True,37,False,Defansif 🛡️,458.24,547.94,528.01,547.94,,2.6,5.16,6.264,34
2025-12-08,MSFT,491.0199890136719,48.08,0.9018,9.9078,499.61,479.16,True,False,0,1,False,False,True,40,False,Defansif 🛡️,466.25,555.42,535.61,555.42,,2.6,5.04,4.333,24
2025-12-09,MSFT,492.0199890136719,48.79,1.456,9.4587,499.31,479.29,True,False,0,1,False,False,True,40,False,Defansif 🛡️,468.37,553.5,534.58,553.5,,2.6,4.81,4.347,24
2025-12-10,MSFT,478.55999755859375,40.8,0.934,9.9931,498.5,479.28,False,False,1,2,True,False,True,36,False,Defansif 🛡️,453.58,543.51,523.53,543.51,,2.6,5.22,5.245,29
2025-12-11,MSFT,483.4700012207031,44.38,0.9349,10.0057,497.91,479.33,True,False,1,1,False,False,True,38,False,Defansif 🛡️,458.46,548.51,528.5,548.51,,2.6,5.17,5.321,29
2025-12-12,MSFT,478.5299987792969,41.65,0.6328,9.8003,497.15,479.32,False,False,0,1,False,False,True,36,False,Defansif 🛡️,454.03,542.23,522.63,542.23,,2.6,5.12,2.245,12
2025-12-15,MSFT,474.82000732421875,39.68,0.2337,9.686,496.27,479.27,False,False,0,1,False,False,True,35,False,Defansif 🛡️,450.61,537.78,518.41,537.78,,2.6,5.1,2.234,12
2025-12-16,MSFT,476.3900146484375,40.95,0.1311,9.4948,495.49,479.24,False,False,1,1,False,False,True,36,False,Defansif 🛡️,452.65,538.11,519.12,538.11,,2.6,4.98,3.236,18
